user, technique, session, index, phrase, rate, error, undo
lmy, normal, 5, 6, time to go shopping, 24.8865845755, 0.0, No
lmy, normal, 5, 7, prevailing wings from the east, 15.1898734177, 0.0666666666667, No
lmy, normal, 5, 8, breathing is difficult, 11.5908432338, 0.0, No
lmy, normal, 5, 9, watch out for low flying objects, 16.8504264614, 0.0, No
lmy, normal, 5, 10, my favorite place to visit, 18.3780020884, 0.0, No
lmy, normal, 6, 1, time to go shopping, 26.420806385, 0.0, Yes
lmy, normal, 6, 2, physics and chemistry are hard, 20.3270571373, 0.0, No
lmy, normal, 6, 3, elections bring out the best, 12.6354582547, 0.0, No
lmy, normal, 6, 4, elephant are afraid of mice, 16.7201793179, 0.037037037037, No
lmy, normal, 6, 5, my favorite subject is psychology, 21.2974296206, 0.0, No
lmy, normal, 6, 6, breathing is difficult, 26.3562486273, 0.0, No
lmy, normal, 6, 7, my favorite place to visit, 17.4303446455, 0.0, No
lmy, normal, 6, 8, prevailing wind from the east, 23.0361667818, 0.0, No
lmy, normal, 6, 9, watch out for low flying objects, 23.7571491421, 0.0, No
lmy, normal, 6, 10, my watch fell in the water, 22.5725546399, 0.0, No
lmy, normal, 7, 1, my watch fell in the water, 25.1497005988, 0.0, No
lmy, normal, 7, 2, my favorite place to visit, 16.6645625552, 0.0, No
lmy, normal, 7, 3, physics and chemistry are hard, 24.2386575513, 0.0, Yes
lmy, normal, 7, 4, watch out for low flying objects, 22.0708446866, 0.0, No
lmy, normal, 7, 5, breathing is difficult, 28.8219046475, 0.0, No
lmy, normal, 7, 6, prevailing wind from the east, 20.7168013259, 0.0, No
lmy, normal, 7, 7, time to go shopping, 20.0983984089, 0.0, No
lmy, normal, 7, 8, my favorite subject is psychology, 15.3581358401, 0.0, No
lmy, normal, 7, 9, elephants are afraid if mice, 25.0936655921, 0.0357142857143, No
lmy, normal, 7, 10, electrons bring out the best, 19.2294852107, 0.0357142857143, No
lmy, normal, 8, 1, prevailing wind from the east, 21.4515552378, 0.0, No
lmy, normal, 8, 2, my favorite place to visit, 22.6706741091, 0.0, No
lmy, normal, 8, 3, elephants are afraid of mice, 18.2209287612, 0.0, No
lmy, normal, 8, 4, time to go shopping, 17.8887543091, 0.0, No
lmy, normal, 8, 5, electrons bring out the best, 19.9349345885, 0.0357142857143, No
lmy, normal, 8, 6, breathing is difficult, 21.7904485201, 0.0, No
lmy, normal, 8, 7, physics and chemistry are hard, 19.152854512, 0.0, No
lmy, normal, 8, 8, my favorite subject is psychology, 18.5007974482, 0.0, No
lmy, normal, 8, 9, watch out for low flying objects, 15.393386545, 0.0, No
lmy, normal, 8, 10, my watch fell in the water, 21.4870395634, 0.0, No
lyb, normal, 1, 1, can we play cards tonight, 10.0404406638, 0.0, No
lyb, normal, 1, 2, time to go shopping, 9.72969685913, 0.0, No
lyb, normal, 1, 3, this system of taxation, 11.7579047414, 0.0, No
lyb, normal, 1, 4, take a coffee break, 8.97045356856, 0.0, Yes
lyb, normal, 1, 5, the chamber makes important decisions, 7.41978759921, 0.0, No
lyb, normal, 1, 6, where can my little dog be, 9.50022054083, 0.0, No
lyb, normal, 1, 7, historic meeting without a result, 11.9609824504, 0.0, No
lyb, normal, 1, 8, do not lie in court or else, 9.92962574768, 0.0, Yes
lyb, normal, 1, 9, communicate through email, 13.4202081105, 0.0, No
lyb, normal, 1, 10, parking tickets can be challenged, 8.56919129488, 0.0, No
lyb, normal, 2, 1, call for more details, 8.91353867485, 0.0, No
lyb, normal, 2, 2, public transit is much faster, 7.03300825206, 0.0, Yes
lyb, normal, 2, 3, are you talking to me, 7.54644392326, 0.0, No
lyb, normal, 2, 4, sad to hear that news, 10.523709298, 0.0, No
lyb, normal, 2, 5, do not drink too much, 9.97662340203, 0.0, No
lyb, normal, 2, 6, drugs should be avoided, 7.66161213089, 0.0, Yes
lyb, normal, 2, 7, file all complaints in writing, 10.0570544435, 0.0, No
lyb, normal, 2, 8, do you like to go camping, 10.1227382007, 0.0, No
lyb, normal, 2, 9, if at first you do not succeed, 11.2570356473, 0.0, Yes
lyb, normal, 2, 10, tickets are very expensive, 9.67402733964, 0.0, No
lyb, normal, 3, 1, prevailing winds from the east, 11.5412828358, 0.0333333333333, No
lyb, normal, 3, 2, time to go shopping, 8.62788730901, 0.0, No
lyb, normal, 3, 3, breathing is difficult, 14.8044151701, 0.0, No
lyb, normal, 3, 4, physics and chemistry are hard, 11.5016257106, 0.0, Yes
lyb, normal, 3, 5, elephant are afraid of mice, 8.48025268695, 0.037037037037, No
lyb, normal, 3, 6, my favorite subject is psychology, 13.7739956462, 0.0, No
lyb, normal, 3, 7, elections bring out the best, 13.2950485177, 0.0, No
lyb, normal, 3, 8, breathing is difficult, 13.7236020796, 0.0, No
lyb, normal, 3, 9, my favorite subject is psychology, 14.7998763275, 0.0, No
lyb, normal, 3, 10, elephants are afraid of mice, 12.8022645784, 0.0, No
lyb, normal, 4, 1, prevailing wind from the east, 11.081261476, 0.0, No
lyb, normal, 4, 2, my watch fell in the water, 10.3166009256, 0.0, No
lyb, normal, 4, 3, watch out for low flying object, 7.5748986311, 0.0322580645161, No
lyb, normal, 4, 4, breathing is difficult, 12.7391239729, 0.0, No
lyb, normal, 4, 5, my favorite subject is psychology, 14.2058791112, 0.0, Yes
lyb, normal, 4, 6, elephants are afraid of me, 13.3805029853, 0.0769230769231, No
lyb, normal, 4, 7, electrons brings out the best, 12.1746329348, 0.0689655172414, No
lyb, normal, 4, 8, physics and chemistry are hard, 16.2916625328, 0.0, Yes
lyb, normal, 4, 9, my favorite place to visit, 11.6135332855, 0.0, No
lyb, normal, 4, 10, time to go shopping, 22.7372310316, 0.0, No
lyb, normal, 5, 1, elephants are afraid of mice, 14.5598673434, 0.0, No
lyb, normal, 5, 2, elections bring out the best, 8.06593905175, 0.0, Yes
lyb, normal, 5, 3, my favorite subject is psychology, 13.3956410276, 0.0, No
lyb, normal, 5, 4, breathing its difficult, 18.2386659719, 0.0434782608696, No
lyb, normal, 5, 5, prevailing wind from the east, 13.9024051161, 0.0, No
lyb, normal, 5, 6, watch out for low flying objects, 15.1179338824, 0.0, No
lyb, normal, 5, 7, my watch fell in the water, 13.2469129962, 0.0, No
lyb, normal, 5, 8, my favorite place to visit, 11.2101434813, 0.0, Yes
lyb, normal, 5, 9, time to go shopping, 23.1080300404, 0.0, No
lyb, normal, 5, 10, physics and chemistry are hard, 16.9009506785, 0.0, Yes
lyb, normal, 6, 1, physics and chemistry are hard, 10.5002776516, 0.0, Yes
lyb, normal, 6, 2, elections brings out the best, 14.5832826969, 0.0344827586207, No
lyb, normal, 6, 3, watch out for low flying objects, 17.0001101859, 0.0, Yes
lyb, normal, 6, 4, my favorite place to visit, 16.7697838985, 0.0, Yes
lyb, normal, 6, 5, prevailing wind from the east, 13.6417583317, 0.0, Yes
lyb, normal, 6, 6, time to go shopping, 13.7504297009, 0.0, No
lyb, normal, 6, 7, elephants are afraid of mice, 10.4117710856, 0.0, No
lyb, normal, 6, 8, breeding is difficult, 14.3072289157, 0.142857142857, Yes
lyb, normal, 6, 9, my watch fell in water, 15.6374429885, 0.181818181818, No
lyb, normal, 6, 10, my favorite subject is psychology, 15.9735610025, 0.0, No
lyb, normal, 7, 1, my watch fell in the water, 11.8043844857, 0.0, No
lyb, normal, 7, 2, my favorite subject idea psychology, 18.3531501307, 0.0857142857143, No
lyb, normal, 7, 3, watch out for low flying objects, 13.1121003642, 0.0, No
lyb, normal, 7, 4, my favorite place to visit, 13.2984082208, 0.0, No
lyb, normal, 7, 5, breathing is difficult, 15.5945419103, 0.0, No
lyb, normal, 7, 6, time to go shopping, 16.9521455059, 0.0, No
lyb, normal, 7, 7, prevailing wind from the east, 9.79559851107, 0.0, No
lyb, normal, 7, 8, physics and chemistry are hard, 13.7560072307, 0.0, No
lyb, normal, 7, 9, electrons brings out the best, 12.8982329421, 0.0689655172414, No
lyb, normal, 7, 10, elephants are afraid of mice, 14.6363774966, 0.0, No
lyb, normal, 8, 1, watch out for low flying object, 17.6466795397, 0.0322580645161, No
lyb, normal, 8, 2, my favorite subject is psychology, 14.527772258, 0.0, No
lyb, normal, 8, 3, my favorite place to visit, 15.5027470398, 0.0, No
lyb, normal, 8, 4, breathing is difficult, 17.2774235906, 0.0, No
lyb, normal, 8, 5, elections bring out the best, 17.115452044, 0.0, No
lyb, normal, 8, 6, physics and chemistry are hard, 18.3761816415, 0.0, No
lyb, normal, 8, 7, prevailing wind from the east, 17.7374153038, 0.0, No
lyb, normal, 8, 8, elephants are afraid of mice, 14.0978133704, 0.0, No
lyb, normal, 8, 9, time to go shopping, 17.0914302501, 0.0, No
lyb, normal, 8, 10, my watch fell in the water, 20.3291384318, 0.0, No
lyq, normal, 1, 1, my watch fell in the water, 14.9137664717, 0.0, No
lyq, normal, 1, 2, physics and chemistry are hard, 8.00697017019, 0.0, No
lyq, normal, 1, 3, elephants are afraid of mine, 13.8809897917, 0.0357142857143, No
lyq, normal, 1, 4, watch out for low flying objects, 16.6294556933, 0.0, No
lyq, normal, 1, 5, time to go shopping, 16.34251181, 0.0, No
lyq, normal, 1, 6, breathing is difficult, 14.8795684925, 0.0, Yes
lyq, normal, 1, 7, my favorite subject is psychology, 11.4398422091, 0.0, No
lyq, normal, 1, 8, my favorite place to visit, 12.7265101884, 0.0, No
lyq, normal, 1, 9, prevailing wind from the east, 13.5533799871, 0.0, Yes
lyq, normal, 1, 10, elections bring out the best, 14.0205342408, 0.0, No
lyq, normal, 2, 1, time to go shopping, 23.670098009, 0.0, No
lyq, normal, 2, 2, elections bring out the best, 13.1510452341, 0.0, No
lyq, normal, 2, 3, physics and chemistry are hard, 17.8929861788, 0.0, Yes
lyq, normal, 2, 4, watch out for low flying objects, 15.0239269948, 0.0, No
lyq, normal, 2, 5, my favorite subject is psychology, 18.4851720236, 0.0, No
lyq, normal, 2, 6, my watch fell in the water, 16.6577428758, 0.0, No
lyq, normal, 2, 7, breathing is difficult, 22.0557827505, 0.0, No
lyq, normal, 2, 8, prevailing wind from the east, 15.6564760404, 0.0, No
lyq, normal, 2, 9, elephants are afraid of mine, 13.6689827999, 0.0357142857143, No
lyq, normal, 2, 10, my favorite place to visit, 16.4421442051, 0.0, No
lyq, normal, 3, 1, my watch fell in the water, 17.8758902477, 0.0, No
lyq, normal, 3, 2, elections bring out the best, 20.355226982, 0.0, No
lyq, normal, 3, 3, my favorite place to visit, 18.0883864337, 0.0, No
lyq, normal, 3, 4, elephants are afraid of mice, 17.1590970025, 0.0, No
lyq, normal, 3, 5, prevailing wind from the east, 16.7022052478, 0.0, No
lyq, normal, 3, 6, time to go shopping, 21.4779515404, 0.0, No
lyq, normal, 3, 7, breathing is difficult, 22.7542071581, 0.0, No
lyq, normal, 3, 8, my favorite subject is psychology, 16.5089304775, 0.0, No
lyq, normal, 3, 9, watch out for low flying objects, 15.7937838786, 0.0, No
lyq, normal, 3, 10, physics and chemistry are hard, 17.2301439159, 0.0, No
lyq, normal, 4, 1, my watch fell in the water, 16.9411764706, 0.0, No
lyq, normal, 4, 2, time to go shopping, 18.3202610637, 0.0, No
lyq, normal, 4, 3, breathing is difficult, 24.7417579019, 0.0, No
lyq, normal, 4, 4, my favorite place to visit, 20.9761872601, 0.0, Yes
lyq, normal, 4, 5, watch out for low flying objects, 21.219464274, 0.0, No
lyq, normal, 4, 6, prevailing wind from the east, 18.2049881668, 0.0, No
lyq, normal, 4, 7, my favorite subject its psychology, 22.7862522944, 0.0294117647059, Yes
lyq, normal, 4, 8, elephants are afraid of mice, 13.7221269297, 0.0, No
lyq, normal, 4, 9, physics and chemistry are hard, 19.9157410954, 0.0, No
lyq, normal, 4, 10, elections bring out the best, 15.5122266509, 0.0, No
lyq, normal, 5, 1, physics and chemistry are hard, 19.2426298261, 0.0, No
lyq, normal, 5, 2, my favorite subject is psychology, 22.2606025715, 0.0, No
lyq, normal, 5, 3, time to go shopping, 24.7518370504, 0.0, No
lyq, normal, 5, 4, prevailing wind from the east, 19.436345967, 0.0, No
lyq, normal, 5, 5, my watch fell in the water, 18.6957489428, 0.0, No
lyq, normal, 5, 6, elephants are afraid of mice, 19.1936021326, 0.0, No
lyq, normal, 5, 7, elections bring out the best, 16.967126193, 0.0, No
lyq, normal, 5, 8, breathing is difficult, 20.9808549698, 0.0, No
lyq, normal, 5, 9, my favorite place to visit, 19.7590000748, 0.0, No
lyq, normal, 5, 10, watch out for low flying objects, 18.0300500835, 0.0, No
lyq, normal, 6, 1, my favorite subject is psychology, 20.9499729095, 0.0, No
lyq, normal, 6, 2, my watch fell in the water, 14.2043853221, 0.0, No
lyq, normal, 6, 3, breathing is difficult, 23.4237751318, 0.0, No
lyq, normal, 6, 4, elections bring out the best, 13.6680746049, 0.0, No
lyq, normal, 6, 5, time to go shopping, 22.1453287197, 0.0, Yes
lyq, normal, 6, 6, elephants are afraid of mice, 11.7469510952, 0.0, No
lyq, normal, 6, 7, watch out for low flying objects, 21.3382507903, 0.0, No
lyq, normal, 6, 8, prevailing winds from the east, 24.0685026614, 0.0333333333333, No
lyq, normal, 6, 9, physics and chemistry are hard, 23.6471123238, 0.0, No
lyq, normal, 6, 10, my favorite place to visit, 22.5583183799, 0.0, No
lyq, normal, 7, 1, my favorite place to visit, 21.0392094358, 0.0, No
lyq, normal, 7, 2, prevailing wind from the east, 20.7082211638, 0.0, No
lyq, normal, 7, 3, elections bring out the best, 22.3307745987, 0.0, No
lyq, normal, 7, 4, time to go shopping, 15.9322877769, 0.0, No
lyq, normal, 7, 5, physics and chemistry are hard, 21.8105557497, 0.0, No
lyq, normal, 7, 6, elephants are afraid of mice, 20.5128205128, 0.0, Yes
lyq, normal, 7, 7, my favorite subject is psychology, 23.376099953, 0.0, No
lyq, normal, 7, 8, watch out for low flying objects, 21.5971203839, 0.0, No
lyq, normal, 7, 9, my watch fell in the water, 14.4794300161, 0.0, No
lyq, normal, 7, 10, breathing is difficult, 28.388928318, 0.0, No
lyq, normal, 8, 1, time to go shopping, 20.0752823087, 0.0, No
lyq, normal, 8, 2, my favorite subject is psychology, 18.4821286314, 0.0, No
lyq, normal, 8, 3, elephants are afraid of mice, 18.7658825829, 0.0, No
lyq, normal, 8, 4, physics and chemistry are hard, 24.5727337166, 0.0, No
lyq, normal, 8, 5, my favorite place to visit, 22.1216691805, 0.0, No
lyq, normal, 8, 6, watch out for low flying objects, 20.0098814229, 0.0, No
lyq, normal, 8, 7, breathing is difficult, 16.9743263314, 0.0, No
lyq, normal, 8, 8, elections bring out the best, 14.9921915669, 0.0, No
lyq, normal, 8, 9, my watch fell in the water, 21.9703574542, 0.0, No
lyq, normal, 8, 10, prevailing wind from the east, 25.0354669115, 0.0, Yes
wq, normal, 1, 1, elephants are afraid of mice, 15.2559341876, 0.0, Yes
wq, normal, 1, 2, my watch fell in the water, 15.5650675413, 0.0, No
wq, normal, 1, 3, watch out for low flying objects, 14.1124202365, 0.0, No
wq, normal, 1, 4, my favorite subject is psychology, 14.3811755371, 0.0, No
wq, normal, 1, 5, prevailing wind from the east, 12.2056902928, 0.0, No
wq, normal, 1, 6, time to go shopping, 11.3265649242, 0.0, No
wq, normal, 1, 7, my favorite place to visit, 13.0170454265, 0.0, No
wq, normal, 1, 8, elections bring out the best, 17.1262406118, 0.0, No
wq, normal, 1, 9, breathing is difficult, 16.7713712692, 0.0, No
wq, normal, 1, 10, physics and chemistry are hard, 13.5847084948, 0.0, Yes
wq, normal, 2, 1, elephants are afraid of mice, 15.2710613388, 0.0, No
wq, normal, 2, 2, breathing is difficult, 21.5992440265, 0.0, No
wq, normal, 2, 3, physics and chemistry are hard, 14.1021410847, 0.0, No
wq, normal, 2, 4, my favorite subject is psychology, 15.271195366, 0.0, No
wq, normal, 2, 5, prevailing wind from the east, 17.4428745857, 0.0, No
wq, normal, 2, 6, my watch fell in the water, 14.8401154231, 0.0, No
wq, normal, 2, 7, elections bring out the best, 17.2290021536, 0.0, No
wq, normal, 2, 8, my favorite place to visit, 13.7471360133, 0.0, No
wq, normal, 2, 9, time to go stopping, 13.2596685083, 0.0526315789474, No
wq, normal, 2, 10, watch out for low flying objects, 9.97844163844, 0.0, No
wq, normal, 3, 1, my favorite subject is psychology, 11.6849103485, 0.0, No
wq, normal, 3, 2, my watch fell in the water, 15.4411764706, 0.0, No
wq, normal, 3, 3, prevailing wind from the east, 16.6103759482, 0.0, No
wq, normal, 3, 4, tone to go shopping, 17.0727369731, 0.105263157895, No
wq, normal, 3, 5, my favorite place to visit, 17.4349491481, 0.0, No
wq, normal, 3, 6, watch out for low flying objects, 15.960591133, 0.0, No
wq, normal, 3, 7, breathing is difficult, 24.2008671977, 0.0, No
wq, normal, 3, 8, elections bring out the best, 20.4327775807, 0.0, No
wq, normal, 3, 9, elephants are afraid of mice, 17.5802710292, 0.0, No
wq, normal, 3, 10, physics and chemistry are hard, 19.458650368, 0.0, Yes
wq, normal, 4, 1, watch out for low flying object, 11.8347684254, 0.0322580645161, No
wq, normal, 4, 2, prevailing wind from the east, 15.464714676, 0.0, No
wq, normal, 4, 3, time to go shopping, 19.968798752, 0.0, No
wq, normal, 4, 4, elephants are afraid of mice, 18.3054725736, 0.0, No
wq, normal, 4, 5, my watch fell in the water, 16.3455925277, 0.0, No
wq, normal, 4, 6, elections bring out the best, 14.7586348263, 0.0, No
wq, normal, 4, 7, physics and chemistry are hard, 15.1177439674, 0.0, Yes
wq, normal, 4, 8, my favorite place to visit, 11.7359413203, 0.0, No
wq, normal, 4, 9, breathing its difficult, 14.6733434261, 0.0434782608696, No
wq, normal, 4, 10, my favorite subject is psychology, 15.0058212238, 0.0, No
wq, normal, 5, 1, prevailing wind from the east, 17.6803394625, 0.0, No
wq, normal, 5, 2, elephants are afraid of mice, 16.8756592054, 0.0, No
wq, normal, 5, 3, watch out for low flying objects, 14.2192574388, 0.0, No
wq, normal, 5, 4, my favorite place to visit, 14.0747454284, 0.0, No
wq, normal, 5, 5, my favorite subject is psychology, 11.115014852, 0.0, No
wq, normal, 5, 6, time to go shopping, 17.2537742631, 0.0, No
wq, normal, 5, 7, breathing is difficult, 21.6684723727, 0.0, No
wq, normal, 5, 8, elections bring out the best, 14.7322113663, 0.0, No
